mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
3	2	23/2	23/2	0.5	5/4	5/4	Chord	6/4	1	1	1/8	1/8	1	26								
3	2	12	12	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	27								
3	2	13/2	13/2	1.5	0	0	Chord	6/4	2	2	3/8	1/4	3/2	28								
3	2	8	8	0.5	3/8	3/8	Chord	6/4	2	2	1/8	1/8	1	29								
3	2	17/2	17/2	1.5	1/2	1/2	Chord	6/4	2	2	3/8	1/4	3/2	30								
3	2	10	10	0.5	7/8	7/8	Chord	6/4	2	2	1/8	1/8	1	31								
3	2	21/2	21/2	1.0	1	1	Chord	6/4	2	2	1/4	1/4	1	32								1
3	2	23/2	23/2	0.5	5/4	5/4	Chord	6/4	2	2	1/8	1/8	1	33	ornamentShortTrill							1
3	2	12	12	0.25	11/8	11/8	Chord	6/4	2	2	1/16	1/16	1	34								1
3	2	49/4	49/4	0.25	23/16	23/16	Chord	6/4	2	2	1/16	1/16	1	35								
4	3	25/2	25/2	1.0	0	0	Chord	6/4	1	1	1/4	1/4	1	36								
4	3	27/2	27/2	1.0	1/4	1/4	Chord	6/4	1	1	1/4	1/4	1	37								
4	3	29/2	29/2	1.5	1/2	1/2	Chord	6/4	1	1	3/8	1/4	3/2	38								
4	3	16	16	0.5	7/8	7/8	Chord	6/4	1	1	1/8	1/8	1	39								
4	3	33/2	33/2	1.0	1	1	Chord	6/4	1	1	1/4	1/4	1	40								2
4	3	35/2	35/2	0.75	5/4	5/4	Chord	6/4	1	1	3/16	1/8	3/2	41	ornamentShortTrill							
4	3	73/4	73/4	0.25	23/16	23/16	Chord	6/4	1	1	1/16	1/16	1	42								
4	3	25/2	25/2	0.5	0	0	Chord	6/4	2	2	1/8	1/8	1	43								
4	3	13	13	0.5	1/8	1/8	Chord	6/4	2	2	1/8	1/8	1	44								
4	3	27/2	27/2	0.5	1/4	1/4	Chord	6/4	2	2	1/8	1/8	1	45								
4	3	14	14	0.5	3/8	3/8	Chord	6/4	2	2	1/8	1/8	1	46								
4	3	29/2	29/2	0.5	1/2	1/2	Chord	6/4	2	2	1/8	1/8	1	47								3
4	3	15	15	0.5	5/8	5/8	Chord	6/4	2	2	1/8	1/8	1	48								3
4	3	31/2	31/2	0.5	3/4	3/4	Chord	6/4	2	2	1/8	1/8	1	49								3
4	3	16	16	0.5	7/8	7/8	Chord	6/4	2	2	1/8	1/8	1	50								3
4	3	33/2	33/2	0.5	1	1	Chord	6/4	2	2	1/8	1/8	1	51								3
4	3	17	17	0.5	9/8	9/8	Chord	6/4	2	2	1/8	1/8	1	52								3
4	3	35/2	35/2	0.5	5/4	5/4	Chord	6/4	2	2	1/8	1/8	1	53								3
4	3	18	18	0.5	11/8	11/8	Chord	6/4	2	2	1/8	1/8	1	54								
5	4	37/2	37/2	1.5	0	0	Chord	6/4	1	1	3/8	1/4	3/2	55	ornamentShortTrill							
5	4	20	20	0.5	3/8	3/8	Chord	6/4	1	1	1/8	1/8	1	56								
5	4	41/2	41/2	1.0	1/2	1/2	Chord	6/4	1	1	1/4	1/4	1	57								
5	4	43/2	43/2	0.5	3/4	3/4	Chord	6/4	1	1	1/8	1/8	1	58								
5	4	22	22	0.5	7/8	7/8	Chord	6/4	1	1	1/8	1/8	1	59								
5	4	45/2	45/2	0.5	1	1	Chord	6/4	1	1	1/8	1/8	1	60								
5	4	23	23	0.5	9/8	9/8	Chord	6/4	1	1	1/8	1/8	1	61								
5	4	47/2	47/2	0.5	5/4	5/4	Chord	6/4	1	1	1/8	1/8	1	62								
5	4	24	24	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	63								
5	4	37/2	37/2	0.5	0	0	Chord	6/4	2	1	1/8	1/8	1	64								
5	4	19	19	0.5	1/8	1/8	Chord	6/4	2	1	1/8	1/8	1	65								
5	4	39/2	39/2	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	66								
5	4	20	20	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	67								
5	4	41/2	41/2	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	68								
5	4	21	21	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	69								
5	4	43/2	43/2	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	70								
5	4	22	22	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	71								
5	4	45/2	45/2	1.0	1	1	Chord	6/4	2	1	1/4	1/4	1	72								
5	4	47/2	47/2	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	73								
6	5	49/2	49/2	1.5	0	0	Chord	6/4	1	1	3/8	1/4	3/2	74	ornamentMordent							
6	5	26	26	0.5	3/8	3/8	Chord	6/4	1	1	1/8	1/8	1	75								
6	5	53/2	53/2	1.0	1/2	1/2	Chord	6/4	1	1	1/4	1/4	1	76								
6	5	55/2	55/2	0.5	3/4	3/4	Chord	6/4	1	1	1/8	1/8	1	77								
6	5	28	28	0.5	7/8	7/8	Chord	6/4	1	1	1/8	1/8	1	78								
6	5	57/2	57/2	1.5	1	1	Chord	6/4	1	1	3/8	1/4	3/2	79	ornamentMordent							
6	5	30	30	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	80								
6	5	49/2	49/2	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	81								
6	5	51/2	51/2	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	82								
6	5	26	26	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	83								
6	5	53/2	53/2	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	84								
6	5	27	27	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	85								
6	5	55/2	55/2	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	86								
6	5	28	28	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	87								
6	5	57/2	57/2	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	88								
6	5	29	29	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	89								
6	5	59/2	59/2	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	90								
6	5	30	30	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	91								
7	6	61/2	61/2	1.5	0	0	Chord	6/4	1	1	3/8	1/4	3/2	92	ornamentShortTrill							
7	6	32	32	0.5	3/8	3/8	Chord	6/4	1	1	1/8	1/8	1	93								
7	6	65/2	65/2	1.5	1/2	1/2	Chord	6/4	1	1	3/8	1/4	3/2	94								
7	6	34	34	0.5	7/8	7/8	Chord	6/4	1	1	1/8	1/8	1	95								
7	6	69/2	69/2	0.5	1	1	Chord	6/4	1	1	1/8	1/8	1	96								
7	6	35	35	0.5	9/8	9/8	Chord	6/4	1	1	1/8	1/8	1	97								
7	6	71/2	71/2	0.5	5/4	5/4	Chord	6/4	1	1	1/8	1/8	1	98								
7	6	36	36	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	99								
7	6	61/2	61/2	0.5	0	0	Chord	6/4	2	1	1/8	1/8	1	100								
7	6	31	31	0.5	1/8	1/8	Chord	6/4	2	1	1/8	1/8	1	101								
7	6	63/2	63/2	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	102								
7	6	32	32	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	103								
7	6	65/2	65/2	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	104								
7	6	33	33	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	105								
7	6	67/2	67/2	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	106								
7	6	34	34	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	107								
7	6	69/2	69/2	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	108								
7	6	35	35	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	109								
7	6	71/2	71/2	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	110								
8	7	73/2	73/2	1.5	0	0	Chord	6/4	1	2	3/8	1/4	3/2	111								
8	7	38	38	0.5	3/8	3/8	Chord	6/4	1	2	1/8	1/8	1	112								
8	7	77/2	77/2	1.5	1/2	1/2	Chord	6/4	1	2	3/8	1/4	3/2	113								
8	7	40	40	0.5	7/8	7/8	Chord	6/4	1	2	1/8	1/8	1	114								
8	7	81/2	81/2	1.5	1	1	Chord	6/4	1	2	3/8	1/4	3/2	115	ornamentShortTrill							
8	7	42	42	0.5	11/8	11/8	Chord	6/4	1	2	1/8	1/8	1	116								
8	7	77/2	77/2	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	117								
8	7	39	39	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	118								
8	7	79/2	79/2	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	119								
8	7	81/2	81/2	1.0	1	1	Chord	6/4	2	1	1/4	1/4	1	120								
8	7	83/2	83/2	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	121								
8	7	73/2	73/2	0.5	0	0	Chord	6/4	2	2	1/8	1/8	1	122								
8	7	37	37	0.5	1/8	1/8	Chord	6/4	2	2	1/8	1/8	1	123								
8	7	75/2	75/2	0.5	1/4	1/4	Chord	6/4	2	2	1/8	1/8	1	124								
8	7	38	38	0.5	3/8	3/8	Chord	6/4	2	2	1/8	1/8	1	125								
9	8	85/2	85/2	3.0	0	0	Chord	6/4	1	1	3/4	1/2	3/2	126								
9	8	91/2	91/2	2.0	3/4	3/4	Chord	6/4	1	1	1/2	1/2	1	127								
9	8	95/2	95/2	0.5	5/4	5/4	Chord	6/4	1	1	1/8	1/8	1	128								
9	8	91/2	91/2	2.0	3/4	3/4	Chord	6/4	1	2	1/2	1/2	1	129								
9	8	95/2	95/2	0.5	5/4	5/4	Chord	6/4	1	2	1/8	1/8	1	130								
9	8	48	48	0.5	11/8	11/8	Chord	6/4	1	2	1/8	1/8	1	131								
9	8	85/2	85/2	2.0	0	0	Chord	6/4	2	1	1/2	1/2	1	132								
9	8	89/2	89/2	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	133								
9	8	91/2	91/2	2.0	3/4	3/4	Chord	6/4	2	1	1/2	1/2	1	134								
9	8	95/2	95/2	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	135								
9	8	87/2	87/2	2.0	1/4	1/4	Chord	6/4	2	2	1/2	1/2	1	136								
9	8	91/2	91/2	2.0	3/4	3/4	Chord	6/4	2	2	1/2	1/2	1	137								
9	8	95/2	95/2	0.5	5/4	5/4	Chord	6/4	2	2	1/8	1/8	1	138								
10	9	50	50	0.5	3/8	3/8	Chord	6/4	1	1	1/8	1/8	1	139								
10	9	101/2	101/2	1.5	1/2	1/2	Chord	6/4	1	1	3/8	1/4	3/2	140	ornamentShortTrill							
10	9	52	52	0.5	7/8	7/8	Chord	6/4	1	1	1/8	1/8	1	141								
10	9	105/2	105/2	0.5	1	1	Chord	6/4	1	1	1/8	1/8	1	142								
10	9	53	53	0.5	9/8	9/8	Chord	6/4	1	1	1/8	1/8	1	143								
10	9	107/2	107/2	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	144								
10	9	97/2	97/2	1.5	0	0	Chord	6/4	1	2	3/8	1/4	3/2	145								
10	9	99/2	99/2	1.0	1/4	1/4	Chord	6/4	2	1	1/4	1/4	1	146								
10	9	101/2	101/2	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	147								
10	9	103/2	103/2	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	148								
10	9	105/2	105/2	1.0	1	1	Chord	6/4	2	1	1/4	1/4	1	149								
10	9	107/2	107/2	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	150								
10	9	97/2	97/2	6.0	0	0	Chord	6/4	2	2	3/2	1	3/2	151								
11	10	109/2	109/2	0.5	0	0	Chord	6/4	1	1	1/8	1/8	1	152	ornamentShortTrill							
11	10	55	55	0.5	1/8	1/8	Chord	6/4	1	1	1/8	1/8	1	153								
11	10	111/2	111/2	0.5	1/4	1/4	Chord	6/4	1	1	1/8	1/8	1	154								
11	10	56	56	0.5	3/8	3/8	Chord	6/4	1	1	1/8	1/8	1	155								
11	10	113/2	113/2	0.5	1/2	1/2	Chord	6/4	1	1	1/8	1/8	1	156								
11	10	57	57	0.5	5/8	5/8	Chord	6/4	1	1	1/8	1/8	1	157								
11	10	115/2	115/2	0.5	3/4	3/4	Chord	6/4	1	1	1/8	1/8	1	158								
11	10	58	58	0.5	7/8	7/8	Chord	6/4	1	1	1/8	1/8	1	159								
11	10	117/2	117/2	0.5	1	1	Chord	6/4	1	1	1/8	1/8	1	160								
11	10	59	59	0.5	9/8	9/8	Chord	6/4	1	1	1/8	1/8	1	161								
11	10	119/2	119/2	0.5	5/4	5/4	Chord	6/4	1	1	1/8	1/8	1	162								
11	10	60	60	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	163								
11	10	56	56	0.5	3/8	3/8	Chord	6/4	1	2	1/8	1/8	1	164								
11	10	113/2	113/2	1.5	1/2	1/2	Chord	6/4	1	2	3/8	1/4	3/2	165	ornamentShortTrill							
11	10	58	58	0.5	7/8	7/8	Chord	6/4	1	2	1/8	1/8	1	166								
11	10	117/2	117/2	0.5	1	1	Chord	6/4	1	2	1/8	1/8	1	167								
11	10	59	59	0.5	9/8	9/8	Chord	6/4	1	2	1/8	1/8	1	168								
11	10	119/2	119/2	1.0	5/4	5/4	Chord	6/4	1	2	1/4	1/4	1	169								
11	10	109/2	109/2	6.0	0	0	Chord	6/4	2	1	3/2	1	3/2	170								
11	10	109/2	109/2	6.0	0	0	Chord	6/4	2	2	3/2	1	3/2	171								
12	11	121/2	121/2	0.5	0	0	Chord	6/4	1	1	1/8	1/8	1	172								
12	11	61	61	0.5	1/8	1/8	Chord	6/4	1	1	1/8	1/8	1	173								
12	11	123/2	123/2	0.5	1/4	1/4	Chord	6/4	1	1	1/8	1/8	1	174								
12	11	62	62	0.5	3/8	3/8	Chord	6/4	1	1	1/8	1/8	1	175								
12	11	125/2	125/2	1.5	1/2	1/2	Chord	6/4	1	1	3/8	1/4	3/2	176								
12	11	64	64	0.5	7/8	7/8	Chord	6/4	1	1	1/8	1/8	1	177								
12	11	129/2	129/2	1.5	1	1	Chord	6/4	1	1	3/8	1/4	3/2	178	ornamentShortTrill							
12	11	66	66	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	179								
12	11	121/2	121/2	1.0	0	0	Chord	6/4	1	2	1/4	1/4	1	180								
12	11	125/2	125/2	2.0	1/2	1/2	Chord	6/4	1	2	1/2	1/2	1	181								
12	11	129/2	129/2	2.0	1	1	Chord	6/4	1	2	1/2	1/2	1	182								
12	11	121/2	121/2	0.5	0	0	Chord	6/4	2	1	1/8	1/8	1	183								
12	11	61	61	0.5	1/8	1/8	Chord	6/4	2	1	1/8	1/8	1	184								
12	11	123/2	123/2	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	185								
12	11	62	62	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	186								
12	11	125/2	125/2	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	187								
12	11	63	63	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	188								
12	11	127/2	127/2	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	189								
12	11	64	64	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	190								
12	11	129/2	129/2	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	191								
12	11	65	65	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	192								
12	11	131/2	131/2	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	193								
12	11	66	66	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	194								
13	12	133/2	133/2	1.5	0	0	Chord	6/4	1	1	3/8	1/4	3/2	195	ornamentMordent							
13	12	68	68	0.5	3/8	3/8	Chord	6/4	1	1	1/8	1/8	1	196								
13	12	137/2	137/2	1.5	1/2	1/2	Chord	6/4	1	1	3/8	1/4	3/2	197	ornamentShortTrill							
13	12	70	70	0.5	7/8	7/8	Chord	6/4	1	1	1/8	1/8	1	198								
13	12	141/2	141/2	1.5	1	1	Chord	6/4	1	1	3/8	1/4	3/2	199	ornamentShortTrill							
13	12	72	72	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	200								
13	12	133/2	133/2	2.0	0	0	Chord	6/4	1	2	1/2	1/2	1	201								
13	12	137/2	137/2	2.0	1/2	1/2	Chord	6/4	1	2	1/2	1/2	1	202								
13	12	141/2	141/2	2.0	1	1	Chord	6/4	1	2	1/2	1/2	1	203								
13	12	133/2	133/2	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	204	ornamentShortTrill							
13	12	135/2	135/2	1.0	1/4	1/4	Chord	6/4	2	1	1/4	1/4	1	205								
13	12	137/2	137/2	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	206								
13	12	139/2	139/2	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	207								
13	12	141/2	141/2	1.0	1	1	Chord	6/4	2	1	1/4	1/4	1	208								
13	12	143/2	143/2	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	209								
14	13	145/2	145/2	3.0	0	0	Chord	6/4	1	1	3/4	1/2	3/2	210								
14	13	145/2	145/2	3.0	0	0	Chord	6/4	1	2	3/4	1/2	3/2	211								
14	13	151/2	151/2	1.0	3/4	3/4	Chord	6/4	1	2	1/4	1/4	1	212								
14	13	153/2	153/2	1.5	1	1	Chord	6/4	1	2	3/8	1/4	3/2	213	ornamentShortTrill							
14	13	78	78	0.5	11/8	11/8	Chord	6/4	1	2	1/8	1/8	1	214								
14	13	145/2	145/2	0.5	0	0	Chord	6/4	2	1	1/8	1/8	1	215								
14	13	73	73	0.5	1/8	1/8	Chord	6/4	2	1	1/8	1/8	1	216								
14	13	147/2	147/2	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	217								
14	13	74	74	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	218								
14	13	149/2	149/2	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	219								
14	13	75	75	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	220								
14	13	151/2	151/2	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	221								
14	13	76	76	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	222								
14	13	153/2	153/2	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	223								
14	13	77	77	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	224								
14	13	155/2	155/2	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	225								
14	13	78	78	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	226								
15	14	157/2	157/2	1.5	0	0	Chord	6/4	1	1	3/8	1/4	3/2	227	ornamentMordent							
15	14	80	80	0.5	3/8	3/8	Chord	6/4	1	1	1/8	1/8	1	228								
15	14	161/2	161/2	1.0	1/2	1/2	Chord	6/4	1	1	1/4	1/4	1	229								
15	14	163/2	163/2	0.5	3/4	3/4	Chord	6/4	1	1	1/8	1/8	1	230								
15	14	82	82	0.5	7/8	7/8	Chord	6/4	1	1	1/8	1/8	1	231								
15	14	165/2	165/2	1.5	1	1	Chord	6/4	1	1	3/8	1/4	3/2	232	ornamentShortTrill							
15	14	84	84	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	233								
15	14	157/2	157/2	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	234								
15	14	159/2	159/2	1.5	1/4	1/4	Chord	6/4	2	1	3/8	1/4	3/2	235								
15	14	81	81	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	236								
15	14	163/2	163/2	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	237								
15	14	82	82	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	238								
15	14	165/2	165/2	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	239								
15	14	83	83	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	240								
15	14	167/2	167/2	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	241								
15	14	84	84	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	242								
16	15	169/2	169/2	1.5	0	0	Chord	6/4	1	1	3/8	1/4	3/2	243								
16	15	86	86	0.5	3/8	3/8	Chord	6/4	1	1	1/8	1/8	1	244								
16	15	173/2	173/2	1.0	1/2	1/2	Chord	6/4	1	1	1/4	1/4	1	245								
16	15	175/2	175/2	0.5	3/4	3/4	Chord	6/4	1	1	1/8	1/8	1	246								
16	15	88	88	0.5	7/8	7/8	Chord	6/4	1	1	1/8	1/8	1	247								
16	15	177/2	177/2	1.5	1	1	Chord	6/4	1	1	3/8	1/4	3/2	248	ornamentMordent							
16	15	90	90	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	249								
16	15	169/2	169/2	0.5	0	0	Chord	6/4	2	1	1/8	1/8	1	250								
16	15	85	85	0.5	1/8	1/8	Chord	6/4	2	1	1/8	1/8	1	251								
16	15	171/2	171/2	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	252								
16	15	86	86	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	253								
16	15	173/2	173/2	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	254								
16	15	87	87	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	255								
16	15	175/2	175/2	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	256								
16	15	88	88	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	257								
16	15	177/2	177/2	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	258								
16	15	89	89	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	259								
16	15	179/2	179/2	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	260								
16	15	90	90	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	261								
17	16	181/2	181/2	1.5	0	0	Chord	6/4	1	1	3/8	1/4	3/2	262	ornamentMordent							
17	16	92	92	0.5	3/8	3/8	Chord	6/4	1	1	1/8	1/8	1	263								
17	16	185/2	185/2	0.5	1/2	1/2	Chord	6/4	1	1	1/8	1/8	1	264								
17	16	93	93	0.5	5/8	5/8	Chord	6/4	1	1	1/8	1/8	1	265								
17	16	187/2	187/2	0.5	3/4	3/4	Chord	6/4	1	1	1/8	1/8	1	266								
17	16	94	94	0.5	7/8	7/8	Chord	6/4	1	1	1/8	1/8	1	267								
17	16	189/2	189/2	0.5	1	1	Chord	6/4	1	1	1/8	1/8	1	268								
17	16	95	95	0.5	9/8	9/8	Chord	6/4	1	1	1/8	1/8	1	269								
17	16	191/2	191/2	0.5	5/4	5/4	Chord	6/4	1	1	1/8	1/8	1	270								
17	16	96	96	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	271								
17	16	181/2	181/2	0.5	0	0	Chord	6/4	2	1	1/8	1/8	1	272								
17	16	91	91	0.5	1/8	1/8	Chord	6/4	2	1	1/8	1/8	1	273								
17	16	183/2	183/2	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	274								
17	16	92	92	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	275								
17	16	185/2	185/2	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	276								
17	16	187/2	187/2	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	277								
17	16	189/2	189/2	1.0	1	1	Chord	6/4	2	1	1/4	1/4	1	278								
17	16	191/2	191/2	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	279								
18	17	193/2	193/2	1.5	0	0	Chord	6/4	1	1	3/8	1/4	3/2	280								
18	17	98	98	0.5	3/8	3/8	Chord	6/4	1	1	1/8	1/8	1	281								
18	17	197/2	197/2	1.0	1/2	1/2	Chord	6/4	1	1	1/4	1/4	1	282								
18	17	199/2	199/2	1.0	3/4	3/4	Chord	6/4	1	2	1/4	1/4	1	283								
18	17	201/2	201/2	1.5	1	1	Chord	6/4	1	2	3/8	1/4	3/2	284								
18	17	102	102	0.25	11/8	11/8	Chord	6/4	1	2	1/16	1/16	1	285								
18	17	409/4	409/4	0.25	23/16	23/16	Chord	6/4	1	2	1/16	1/16	1	286								
18	17	201/2	201/2	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	287								
