mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible
7	6	71/4	71/4	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	99						
7	6	18	18	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	100						
7	6	61/4	61/4	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	101						
7	6	63/4	63/4	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	102						
7	6	65/4	65/4	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	103						
7	6	67/4	67/4	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	104						
7	6	69/4	69/4	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	105						
7	6	71/4	71/4	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	106						
8	7	73/4	73/4	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	107						
8	7	37/2	37/2	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	108						
8	7	75/4	75/4	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	109						
8	7	19	19	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	110						
8	7	77/4	77/4	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	111						
8	7	39/2	39/2	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	112						
8	7	79/4	79/4	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	113						
8	7	20	20	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	114						
8	7	81/4	81/4	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	115						
8	7	41/2	41/2	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	116						
8	7	83/4	83/4	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	117						
8	7	21	21	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	118						
8	7	73/4	73/4	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	119						
8	7	75/4	75/4	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	120						
8	7	19	19	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	121						
8	7	77/4	77/4	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	122						
8	7	39/2	39/2	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	123						
8	7	79/4	79/4	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	124						
8	7	20	20	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	125						
8	7	81/4	81/4	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	126						
8	7	41/2	41/2	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	127						
8	7	83/4	83/4	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	128						
8	7	21	21	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	129						
9	8	85/4	85/4	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	130						
9	8	95/4	95/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	131						
9	8	43/2	43/2	0.25	1/16	1/16	Chord	3/4	1	2	1/16	1/16	1	132						
9	8	87/4	87/4	0.25	1/8	1/8	Chord	3/4	1	2	1/16	1/16	1	133						
9	8	22	22	0.25	3/16	3/16	Chord	3/4	1	2	1/16	1/16	1	134						
9	8	89/4	89/4	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	135						
9	8	85/4	85/4	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	136						
9	8	45/2	45/2	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	137						
9	8	91/4	91/4	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	138						
9	8	23	23	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	139						
9	8	93/4	93/4	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	140						
9	8	47/2	47/2	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	141						
9	8	95/4	95/4	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	142						
9	8	24	24	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	143						
10	9	97/4	97/4	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	144						
10	9	49/2	49/2	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	145						
10	9	99/4	99/4	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	146						
10	9	25	25	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	147						
10	9	101/4	101/4	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	148						
10	9	51/2	51/2	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	149						
10	9	103/4	103/4	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	150						
10	9	26	26	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	151						
10	9	105/4	105/4	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	152						
10	9	53/2	53/2	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	153						
10	9	107/4	107/4	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	154						
10	9	27	27	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	155						
10	9	97/4	97/4	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	156						
10	9	99/4	99/4	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	157						
10	9	101/4	101/4	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	158						
10	9	103/4	103/4	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	159						
10	9	105/4	105/4	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	160						
10	9	107/4	107/4	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	161						
11	10	109/4	109/4	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	162						
11	10	111/4	111/4	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	163						
11	10	113/4	113/4	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	164						
11	10	115/4	115/4	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	165						
11	10	117/4	117/4	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	166						
11	10	119/4	119/4	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	167						
11	10	109/4	109/4	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	168						
11	10	55/2	55/2	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	169						
11	10	111/4	111/4	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	170						
11	10	28	28	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	171						
11	10	113/4	113/4	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	172						
11	10	57/2	57/2	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	173						
11	10	115/4	115/4	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	174						
11	10	29	29	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	175						
11	10	117/4	117/4	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	176						
11	10	59/2	59/2	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	177						
11	10	119/4	119/4	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	178						
11	10	30	30	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	179						
12	11	121/4	121/4	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	180						
12	11	61/2	61/2	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	181						
12	11	123/4	123/4	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	182						
12	11	31	31	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	183						
12	11	125/4	125/4	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	184						
12	11	63/2	63/2	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	185						
12	11	127/4	127/4	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	186						
12	11	32	32	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	187						
12	11	129/4	129/4	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	188						
12	11	65/2	65/2	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	189						
12	11	131/4	131/4	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	190						
12	11	33	33	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	191						
12	11	121/4	121/4	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	192						
12	11	123/4	123/4	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	193						
12	11	125/4	125/4	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	194						
12	11	127/4	127/4	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	195						
12	11	129/4	129/4	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	196						
12	11	131/4	131/4	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	197						
13	12	133/4	133/4	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	198						
13	12	135/4	135/4	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	199						
13	12	139/4	139/4	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	200						
13	12	35	35	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	201						
13	12	141/4	141/4	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	202						
13	12	71/2	71/2	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	203						
13	12	143/4	143/4	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	204						
13	12	36	36	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	205						
13	12	133/4	133/4	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	206						
13	12	135/4	135/4	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	207						
13	12	34	34	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	208						
13	12	137/4	137/4	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	209						
13	12	69/2	69/2	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	210						
13	12	139/4	139/4	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	211						
13	12	35	35	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	212						
13	12	141/4	141/4	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	213						
13	12	71/2	71/2	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	214						
13	12	143/4	143/4	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	215						
13	12	36	36	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	216						
14	13	145/4	145/4	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	217						
14	13	73/2	73/2	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	218						
14	13	147/4	147/4	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	219						
14	13	37	37	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	220						
14	13	149/4	149/4	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	221						
14	13	75/2	75/2	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	222						
14	13	151/4	151/4	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	223						
14	13	38	38	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	224						
14	13	153/4	153/4	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	225						
14	13	77/2	77/2	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	226						
14	13	155/4	155/4	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	227						
14	13	39	39	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	228						
14	13	145/4	145/4	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	229						
14	13	147/4	147/4	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	230						
14	13	149/4	149/4	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	231						
14	13	151/4	151/4	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	232						
14	13	153/4	153/4	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	233						
14	13	155/4	155/4	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	234						
15	14	157/4	157/4	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	235						
15	14	79/2	79/2	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	236						
15	14	159/4	159/4	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	237						
15	14	40	40	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	238						
15	14	161/4	161/4	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	239						
15	14	81/2	81/2	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	240						
15	14	163/4	163/4	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	241						
15	14	41	41	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	242						
15	14	165/4	165/4	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	243						
15	14	83/2	83/2	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	244						
15	14	167/4	167/4	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	245						
15	14	42	42	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	246						
15	14	157/4	157/4	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	247						
15	14	159/4	159/4	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	248						
15	14	161/4	161/4	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	249						
15	14	163/4	163/4	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	250						
15	14	165/4	165/4	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	251						
15	14	167/4	167/4	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	252						
16	15	169/4	169/4	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	253						
16	15	85/2	85/2	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	254						
16	15	171/4	171/4	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	255						
16	15	43	43	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	256						
16	15	173/4	173/4	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	257						
16	15	87/2	87/2	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	258						
16	15	175/4	175/4	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	259						
16	15	44	44	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	260						
16	15	177/4	177/4	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	261						
16	15	89/2	89/2	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	262						
16	15	179/4	179/4	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	263						
16	15	45	45	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	264						
16	15	179/4	179/4	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	265						
16	15	169/4	169/4	0.5	0	0	Chord	3/4	2	2	1/8	1/8	1	266						
16	15	171/4	171/4	0.5	1/8	1/8	Chord	3/4	2	2	1/8	1/8	1	267						
16	15	173/4	173/4	0.5	1/4	1/4	Chord	3/4	2	2	1/8	1/8	1	268						
16	15	175/4	175/4	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	269						
16	15	177/4	177/4	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	270						
17	16	181/4	181/4	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	271						
17	16	183/4	183/4	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	272						
17	16	46	46	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	273						
17	16	185/4	185/4	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	274						
17	16	93/2	93/2	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	275						
17	16	187/4	187/4	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	276						
17	16	47	47	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	277						
17	16	189/4	189/4	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	278						
17	16	181/4	181/4	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	279						
17	16	185/4	185/4	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	280						
17	16	187/4	187/4	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	281						
17	16	189/4	189/4	0.75	1/2	1/2	Chord	3/4	2	1	3/16	1/8	3/2	282						
17	16	183/4	183/4	1.5	1/8	1/8	Chord	3/4	2	2	3/8	1/4	3/2	283						
17	16	189/4	189/4	0.75	1/2	1/2	Chord	3/4	2	2	3/16	1/8	3/2	284						
18	16	48	48	0.25	0	11/16	Chord	3/4	1	1	1/16	1/16	1	285						
