mc	mn	keysig	timesig	act_dur	offset	voices	repeats	volta	barline	numbering_offset	dont_count	next
1	0	-1	4/4	1/16	15/16	4	firstMeasure				1	2
2	1	-1	4/4	1	0	4						3
3	2	-1	4/4	1	0	5						4
4	3	-1	4/4	1	0	4						5
5	4	-1	4/4	1	0	4						6
6	5	-1	4/4	1	0	5						7
7	6	-1	4/4	1	0	5						8
8	7	-1	4/4	1	0	4						9
9	8	-1	4/4	1	0	4						10
10	9	-1	4/4	1	0	3						11
11	10	-1	4/4	1	0	3						12
12	11	-1	4/4	1	0	4						13
13	12	-1	4/4	15/16	0	4	endRepeat					1, 14
14	12	-1	4/4	1/16	15/16	3	startRepeat		start-repeat		1	15
15	13	-1	4/4	1	0	6						16
16	14	-1	4/4	1	0	4						17
17	15	-1	4/4	1	0	3						18
18	16	-1	4/4	1	0	4						19
19	17	-1	4/4	1	0	3						20
20	18	-1	4/4	1	0	3						21
21	19	-1	4/4	1	0	2						22
22	20	-1	4/4	1	0	4						23
23	21	-1	4/4	1	0	3						24
24	22	-1	4/4	1	0	4						25
25	23	-1	4/4	1	0	4						26
26	24	-1	4/4	15/16	0	4	endRepeat					14, -1
