mc	mn	keysig	timesig	act_dur	offset	voices	repeats	volta	barline	numbering_offset	dont_count	next
1	1	4	3/4	3/4	0	4	firstMeasure					2
2	2	4	3/4	3/4	0	4						3
3	3	4	3/4	3/4	0	4						4
4	4	4	3/4	3/4	0	3						5
5	5	4	3/4	3/4	0	4						6
6	6	4	3/4	3/4	0	4						7
7	7	4	3/4	3/4	0	4						8
8	8	4	3/4	3/4	0	4	endRepeat					1, 9
9	9	4	3/4	3/4	0	4	startRepeat					10
10	10	4	3/4	3/4	0	4						11
11	11	4	3/4	3/4	0	4						12
12	12	4	3/4	3/4	0	4						13
13	13	4	3/4	3/4	0	3						14
14	14	4	3/4	3/4	0	3						15
15	15	4	3/4	3/4	0	3						16
16	16	4	3/4	3/4	0	3						17
17	17	4	3/4	3/4	0	4						18
18	18	4	3/4	3/4	0	4						19
19	19	4	3/4	3/4	0	4						20
20	20	4	3/4	3/4	0	3						21
21	21	4	3/4	3/4	0	3						22
22	22	4	3/4	3/4	0	4						23
23	23	4	3/4	3/4	0	4						24
24	24	4	3/4	3/4	0	4	endRepeat					9, -1
