mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
6	5	1/2	1/2	3/4	2	1	V65/V	E	I		V65/V	V		65		V			Mm7	0	0	10, 7, 4, 6		6	10	0	3	0.0	0.0	0.25	0.0
6	5	5/8	5/8	3/4	2	1	V/V	E	I		V/V	V				V			M	0	0	6, 10, 7		6	6	1	2	0.3333333333333333	0.0625	0.1875	0.25
7	6	0	0	3/4	2	1	V	E	I		V	V							M	0	0	5, 9, 6		5	5	0	6	0.0	0.0	0.5	0.0
7	6	1/4	1/4	3/4	2	1	IV6	E	I		IV6	IV		6					M	0	0	7, 4, 3		3	7	0	3	0.0	0.0	0.25	0.0
7	6	3/8	3/8	3/4	2	1	ii	E	I		ii	ii							m	0	0	6, 3, 7		6	6	0	3	0.0	0.0	0.25	0.0
7	6	1/2	1/2	3/4	2	1	V	E	I		V	V							M	0	0	5, 9, 6		5	5	1	2	0.3333333333333333	0.0625	0.1875	0.25
7	6	5/8	5/8	3/4	2	1	V65	E	I		V65	V		65					Mm7	0	0	9, 6, 3, 5		5	9	0	3	0.0	0.0	0.25	0.0
8	7	0	0	3/4	2	1	I	E	I		I	I							M	0	0	4, 8, 5		4	4	4	5	0.4444444444444444	0.25	0.375	0.4
8	7	1/2	1/2	3/4	2	1	V6	E	I		V6	V		6					M	0	0	9, 6, 5		5	9	1	4	0.2	0.0625	0.3125	0.16666666666666666
9	8	0	0	3/4	2	1	vi	E	I		vi	vi							m	0	0	7, 4, 8		7	7	4	5	0.4444444444444444	0.25	0.3125	0.4444444444444444
9	8	1/2	1/2	3/4	2	1	vi7	E	I		vi7	vi		7					mm7	0	0	7, 4, 8, 5		7	7	1	4	0.2	0.0625	0.3125	0.16666666666666666
10	9	0	0	3/4	2	1	V/V	E	I		V/V	V				V			M	0	0	6, 10, 7		6	6	0	9	0.0	0.0	0.6875	0.0
10	9	1/2	1/2	3/4	2	1	V2/V	E	I		V2/V	V		2		V			Mm7	0	0	4, 6, 10, 7		6	4	1	3	0.25	0.0625	0.1875	0.25
11	10	0	0	3/4	2	1	V6	E	I		V6	V		6					M	0	0	9, 6, 5		5	9	2	9	0.18181818181818182	0.125	0.8125	0.13333333333333333
11	10	1/2	1/2	3/4	2	1	V2	E	I		V2	V		2					Mm7	0	0	3, 5, 9, 6		5	3	1	3	0.25	0.0625	0.1875	0.25
12	11	0	0	3/4	2	1	I6	E	I		I6	I		6					M	0	0	8, 5, 4		4	8	1	5	0.16666666666666666	0.0625	0.4375	0.125
12	11	1/4	1/4	3/4	2	1	IVM65/V	E	I		IVM65/V	IV	M	65		V			MM7	0	0	8, 5, 9, 4		4	8	2	4	0.3333333333333333	0.125	0.4375	0.2222222222222222
12	11	1/2	1/2	3/4	2	1	ii/V	E	I		ii/V	ii				V			m	0	0	7, 4, 8		7	7	1	3	0.25	0.0625	0.1875	0.25
13	12	0	0	3/4	2	1	V6/V	E	I		V6/V	V		6		V			M	0	0	10, 7, 6		6	10	0	2	0.0	0.0	0.1875	0.0
13	12	1/8	1/8	3/4	2	1	V7/V	E	I		V7/V	V		7		V			Mm7	0	0	6, 10, 7, 4		6	6	0	3	0.0	0.0	0.25	0.0
13	12	1/4	1/4	3/4	2	1	V	E	I		V	V							M	0	0	5, 9, 6		5	5	1	2	0.3333333333333333	0.0625	0.1875	0.25
13	12	3/8	3/8	3/4	2	1	V6	E	I		V6	V		6					M	0	0	9, 6, 5		5	9	0	3	0.0	0.0	0.25	0.0
13	12	1/2	1/2	3/4	2	1	ii6/V	E	I		ii6/V	ii		6		V			m	0	0	4, 8, 7		7	4	0	3	0.0	0.0	0.25	0.0
13	12	5/8	5/8	3/4	2	1	V7/V	E	I		V7/V	V		7		V			Mm7	0	0	6, 10, 7, 4		6	6	0	3	0.0	0.0	0.25	0.0
14	13	0	0	3/4	2	1	V	E	I		V	V							M	0	0	5, 9, 6		5	5	1	5	0.16666666666666666	0.125	0.375	0.25
14	13	1/4	1/4	3/4	2	1	V6	E	I		V6	V		6					M	0	0	9, 6, 5		5	9	0	3	0.0	0.0	0.25	0.0
14	13	3/8	3/8	3/4	2	1	IV	E	I		IV	IV							M	0	0	3, 7, 4		3	3	1	1	0.5	0.0625	0.125	0.3333333333333333
14	13	7/16	7/16	3/4	2	1	viio64/V	E	I		viio64/V	vii	o	64		V			o	0	0	4, 10, 7		10	4	0	1	0.0	0.0	0.0625	0.0
14	13	1/2	1/2	3/4	2	1	V6	E	I		V6	V		6					M	0	0	9, 6, 5		5	9	0	3	0.0	0.0	0.25	0.0
14	13	5/8	5/8	3/4	2	1	ii7/V	E	I		ii7/V	ii		7		V			mm7	0	0	7, 4, 8, 5		7	7	0	3	0.0	0.0	0.25	0.0
15	14	0	0	3/4	2	1	V	E	I		V	V							M	0	0	5, 9, 6		5	5	1	5	0.16666666666666666	0.125	0.375	0.25
15	14	1/4	1/4	3/4	2	1	V6	E	I		V6	V		6					M	0	0	9, 6, 5		5	9	0	3	0.0	0.0	0.25	0.0
15	14	3/8	3/8	3/4	2	1	IV	E	I		IV	IV							M	0	0	3, 7, 4		3	3	1	1	0.5	0.0625	0.125	0.3333333333333333
15	14	7/16	7/16	3/4	2	1	viio64/V	E	I		viio64/V	vii	o	64		V			o	0	0	4, 10, 7		10	4	0	1	0.0	0.0	0.0625	0.0
15	14	1/2	1/2	3/4	2	1	V6	E	I		V6	V		6					M	0	0	9, 6, 5		5	9	0	3	0.0	0.0	0.25	0.0
15	14	5/8	5/8	3/4	2	1	ii7/V	E	I		ii7/V	ii		7		V			mm7	0	0	7, 4, 8, 5		7	7	0	3	0.0	0.0	0.25	0.0
16	15	0	0	3/4	2	1	V	E	I		V	V							M	0	0	5, 9, 6		5	5	0	6	0.0	0.0	0.5	0.0
16	15	1/4	1/4	3/4	2	1	IVM65/V	E	I		IVM65/V	IV	M	65		V			MM7	0	0	8, 5, 9, 4		4	8	0	3	0.0	0.0	0.25	0.0
16	15	3/8	3/8	3/4	2	1	ii65/V	E	I		ii65/V	ii		65		V			mm7	0	0	4, 8, 5, 7		7	4	0	3	0.0	0.0	0.25	0.0
16	15	1/2	1/2	3/4	2	1	V7/V	E	I		V7/V	V		7		V			Mm7	0	0	6, 10, 7, 4		6	6	0	3	0.0	0.0	0.25	0.0
16	15	5/8	5/8	3/4	2	1	V/V	E	I		V/V	V				V			M	0	0	6, 10, 7		6	6	1	2	0.3333333333333333	0.0625	0.1875	0.25
17	16	0	0	3/4	2	1	V\\	E	I		V	V						\\	M	0	0	5, 9, 6		5	5	1	12	0.07692307692307693	0.0625	1.5	0.04
18	16	0	11/16	3/4	2	1	V6	E	I		V6	V		6					M	0	0	9, 6, 5		5	9	2	3	0.4	0.125	0.375	0.25
19	17	1/4	1/4	3/4	2	1	V	E	I		V	V							M	0	0	5, 9, 6		5	5	2	4	0.3333333333333333	0.125	0.375	0.25
19	17	1/2	1/2	3/4	2	1	V6	E	I		V6	V		6					M	0	0	9, 6, 5		5	9	1	3	0.25	0.0625	0.1875	0.25
20	18	0	0	3/4	2	1	#viio7/vi	E	I		#viio7/vi	#vii	o	7		vi			o7	0	0	12, 9, 6, 3		12	12	0	5	0.0	0.0	0.5	0.0
20	18	1/4	1/4	3/4	2	1	V65/vi	E	I		V65/vi	V		65		vi			Mm7	0	0	12, 9, 6, 8		8	12	0	5	0.0	0.0	0.4375	0.0
20	18	1/2	1/2	3/4	2	1	vi	E	I		vi	vi							m	0	0	7, 4, 8		7	7	2	5	0.2857142857142857	0.125	0.375	0.25
21	19	1/8	1/8	3/4	2	1	VI6/vi	E	I		VI6/vi	VI		6		vi			M	0	0	7, 4, 3		3	7	0	3	0.0	0.0	0.25	0.0
21	19	1/4	1/4	3/4	2	1	V7	E	I		V7	V		7					Mm7	0	0	5, 9, 6, 3		5	5	0	3	0.0	0.0	0.25	0.0
21	19	3/8	3/8	3/4	2	1	v6/vi	E	I		v6/vi	v		6		vi			m	0	0	5, 9, 8		8	5	0	3	0.0	0.0	0.25	0.0
21	19	1/2	1/2	3/4	2	1	VIM7/vi	E	I		VIM7/vi	VI	M	7		vi			MM7	0	0	3, 7, 4, 8		3	3	0	3	0.0	0.0	0.25	0.0
21	19	5/8	5/8	3/4	2	1	iv6/vi	E	I		iv6/vi	iv		6		vi			m	0	0	3, 7, 6		6	3	0	3	0.0	0.0	0.25	0.0
22	20	0	0	3/4	2	1	V7/vi	E	I		V7/vi	V		7		vi			Mm7	0	0	8, 12, 9, 6		8	8	1	4	0.2	0.0625	0.5	0.1111111111111111
22	20	1/4	1/4	3/4	2	1	#viio/vi	E	I		#viio/vi	#vii	o			vi			o	0	0	12, 9, 6		12	12	2	3	0.4	0.125	0.3125	0.2857142857142857
22	20	1/2	1/2	3/4	2	1	#viio/ii	E	I		#viio/ii	#vii	o			ii			o	0	0	11, 8, 5		11	11	2	2	0.5	0.125	0.125	0.5
23	21	0	0	3/4	2	1	#viio7/ii	E	I		#viio7/ii	#vii	o	7		ii			o7	0	0	11, 8, 5, 2		11	11	0	2	0.0	0.0	0.1875	0.0
23	21	1/8	1/8	3/4	2	1	iio/ii	E	I		iio/ii	ii	o			ii			o	0	0	8, 5, 2		8	8	0	3	0.0	0.0	0.25	0.0
23	21	1/4	1/4	3/4	2	1	V7/ii	E	I		V7/ii	V		7		ii			Mm7	0	0	7, 11, 8, 5		7	7	0	3	0.0	0.0	0.25	0.0
23	21	3/8	3/8	3/4	2	1	#viio64/ii	E	I		#viio64/ii	#vii	o	64		ii			o	0	0	5, 11, 8		11	5	0	3	0.0	0.0	0.25	0.0
23	21	1/2	1/2	3/4	2	1	V7/ii	E	I		V7/ii	V		7		ii			Mm7	0	0	7, 11, 8, 5		7	7	0	3	0.0	0.0	0.25	0.0
23	21	5/8	5/8	3/4	2	1	V/ii	E	I		V/ii	V				ii			M	0	0	7, 11, 8		7	7	1	2	0.3333333333333333	0.0625	0.1875	0.25
24	22	0	0	3/4	2	1	ii	E	I		ii	ii							m	0	0	6, 3, 7		6	6	0	3	0.0	0.0	0.25	0.0
24	22	1/8	1/8	3/4	2	1	ii6	E	I		ii6	ii		6					m	0	0	3, 7, 6		6	3	1	2	0.3333333333333333	0.0625	0.1875	0.25
24	22	1/4	1/4	3/4	2	1	#viio6/vi	E	I		#viio6/vi	#vii	o	6		vi			o	0	0	9, 6, 12		12	9	0	3	0.0	0.0	0.25	0.0
24	22	3/8	3/8	3/4	2	1	iv/vi	E	I		iv/vi	iv				vi			m	0	0	6, 3, 7		6	6	0	3	0.0	0.0	0.25	0.0
24	22	1/2	1/2	3/4	2	1	#viio/vi	E	I		#viio/vi	#vii	o			vi			o	0	0	12, 9, 6		12	12	0	3	0.0	0.0	0.25	0.0
24	22	5/8	5/8	3/4	2	1	V6/vi	E	I		V6/vi	V		6		vi			M	0	0	12, 9, 8		8	12	0	3	0.0	0.0	0.25	0.0
25	23	0	0	3/4	2	1	vi	E	I		vi	vi							m	0	0	7, 4, 8		7	7	0	3	0.0	0.0	0.25	0.0
25	23	1/8	1/8	3/4	2	1	iv/vi	E	I		iv/vi	iv				vi			m	0	0	6, 3, 7		6	6	0	3	0.0	0.0	0.25	0.0
25	23	1/4	1/4	3/4	2	1	iio64/vi	E	I		iio64/vi	ii	o	64		vi			o	0	0	3, 9, 6		9	3	0	3	0.0	0.0	0.25	0.0
25	23	3/8	3/8	3/4	2	1	iio/vi	E	I		iio/vi	ii	o			vi			o	0	0	9, 6, 3		9	9	0	3	0.0	0.0	0.25	0.0
25	23	1/2	1/2	3/4	2	1	V/vi	E	I		V/vi	V				vi			M	0	0	8, 12, 9		8	8	1	2	0.3333333333333333	0.0625	0.1875	0.25
25	23	5/8	5/8	3/4	2	1	V7/vi	E	I		V7/vi	V		7		vi			Mm7	0	0	8, 12, 9, 6		8	8	0	3	0.0	0.0	0.25	0.0
26	24	0	0	3/4	2	1	vi	E	I		vi	vi							m	0	0	7, 4, 8		7	7	3	5	0.375	0.1875	0.4375	0.3
26	24	3/8	3/8	3/4	2	1	I	E	I		I	I							M	0	0	4, 8, 5		4	4	1	1	0.5	0.0625	0.0625	0.5
26	24	1/2	1/2	3/4	2	1	I6	E	I		I6	I		6					M	0	0	8, 5, 4		4	8	4	5	0.4444444444444444	0.25	0.375	0.4
27	25	1/4	1/4	3/4	2	1	I	E	I		I	I							M	0	0	4, 8, 5		4	4	2	2	0.5	0.125	0.125	0.5
27	25	1/2	1/2	3/4	2	1	viio6/IV	E	I		viio6/IV	vii	o	6		IV			o	0	0	5, 2, 8		8	5	1	3	0.25	0.0625	0.1875	0.25
28	26	0	0	3/4	2	1	IV6	E	I		IV6	IV		6					M	0	0	7, 4, 3		3	7	0	4	0.0	0.0	0.4375	0.0
28	26	1/4	1/4	3/4	2	1	IV	E	I		IV	IV							M	0	0	3, 7, 4		3	3	0	5	0.0	0.0	0.375	0.0
28	26	1/2	1/2	3/4	2	1	vi43	E	I		vi43	vi		43					mm7	0	0	8, 5, 7, 4		7	8	0	3	0.0	0.0	0.25	0.0
28	26	5/8	5/8	3/4	2	1	I6	E	I		I6	I		6					M	0	0	8, 5, 4		4	8	1	2	0.3333333333333333	0.0625	0.1875	0.25
29	27	0	0	3/4	2	1	ii	E	I		ii	ii							m	0	0	6, 3, 7		6	6	0	9	0.0	0.0	1.25	0.0
29	27	1/2	1/2	3/4	2	1	IVM43	E	I		IVM43	IV	M	43					MM7	0	0	4, 8, 3, 7		3	4	1	3	0.25	0.0625	0.1875	0.25
30	28	0	0	3/4	2	1	V65	E	I		V65	V		65					Mm7	0	0	9, 6, 3, 5		5	9	0	3	0.0	0.0	0.25	0.0
30	28	1/8	1/8	3/4	2	1	V7	E	I		V7	V		7					Mm7	0	0	5, 9, 6, 3		5	5	0	3	0.0	0.0	0.25	0.0
30	28	1/4	1/4	3/4	2	1	I	E	I		I	I							M	0	0	4, 8, 5		4	4	1	2	0.3333333333333333	0.0625	0.1875	0.25
30	28	3/8	3/8	3/4	2	1	I6	E	I		I6	I		6					M	0	0	8, 5, 4		4	8	0	3	0.0	0.0	0.25	0.0
30	28	1/2	1/2	3/4	2	1	ii6	E	I		ii6	ii		6					m	0	0	3, 7, 6		6	3	0	3	0.0	0.0	0.25	0.0
30	28	5/8	5/8	3/4	2	1	V7	E	I		V7	V		7					Mm7	0	0	5, 9, 6, 3		5	5	0	3	0.0	0.0	0.25	0.0
31	29	0	0	3/4	2	1	vi	E	I		vi	vi							m	0	0	7, 4, 8		7	7	0	3	0.0	0.0	0.25	0.0
31	29	1/8	1/8	3/4	2	1	I64	E	I		I64	I		64					M	0	0	5, 4, 8		4	5	1	3	0.25	0.0625	0.1875	0.25
31	29	1/4	1/4	3/4	2	1	I6	E	I		I6	I		6					M	0	0	8, 5, 4		4	8	0	3	0.0	0.0	0.25	0.0
31	29	3/8	3/8	3/4	2	1	IV	E	I		IV	IV							M	0	0	3, 7, 4		3	3	0	2	0.0	0.0	0.1875	0.0
31	29	7/16	7/16	3/4	2	1	viio64	E	I		viio64	vii	o	64					o	0	0	3, 9, 6		9	3	0	1	0.0	0.0	0.0625	0.0
31	29	1/2	1/2	3/4	2	1	I6	E	I		I6	I		6					M	0	0	8, 5, 4		4	8	0	3	0.0	0.0	0.25	0.0
31	29	5/8	5/8	3/4	2	1	ii7	E	I		ii7	ii		7					mm7	0	0	6, 3, 7, 4		6	6	0	3	0.0	0.0	0.25	0.0
32	30	0	0	3/4	2	1	I	E	I		I	I							M	0	0	4, 8, 5		4	4	1	5	0.16666666666666666	0.125	0.375	0.25
32	30	1/4	1/4	3/4	2	1	I6	E	I		I6	I		6					M	0	0	8, 5, 4		4	8	0	3	0.0	0.0	0.25	0.0
32	30	3/8	3/8	3/4	2	1	IV	E	I		IV	IV							M	0	0	3, 7, 4		3	3	0	2	0.0	0.0	0.1875	0.0
32	30	7/16	7/16	3/4	2	1	viio64	E	I		viio64	vii	o	64					o	0	0	3, 9, 6		9	3	0	1	0.0	0.0	0.0625	0.0
32	30	1/2	1/2	3/4	2	1	I6	E	I		I6	I		6					M	0	0	8, 5, 4		4	8	0	3	0.0	0.0	0.25	0.0
32	30	5/8	5/8	3/4	2	1	ii7	E	I		ii7	ii		7					mm7	0	0	6, 3, 7, 4		6	6	0	3	0.0	0.0	0.25	0.0
33	31	0	0	3/4	2	1	I	E	I		I	I							M	0	0	4, 8, 5		4	4	0	3	0.0	0.0	0.25	0.0
33	31	1/8	1/8	3/4	2	1	I6	E	I		I6	I		6					M	0	0	8, 5, 4		4	8	0	3	0.0	0.0	0.25	0.0
33	31	1/4	1/4	3/4	2	1	IVM65	E	I		IVM65	IV	M	65					MM7	0	0	7, 4, 8, 3		3	7	0	3	0.0	0.0	0.25	0.0
33	31	3/8	3/8	3/4	2	1	ii65	E	I		ii65	ii		65					mm7	0	0	3, 7, 4, 6		6	3	0	3	0.0	0.0	0.25	0.0
33	31	1/2	1/2	3/4	2	1	V7	E	I		V7	V		7					Mm7	0	0	5, 9, 6, 3		5	5	0	3	0.0	0.0	0.25	0.0
33	31	5/8	5/8	3/4	2	1	V	E	I		V	V							M	0	0	5, 9, 6		5	5	1	2	0.3333333333333333	0.0625	0.1875	0.25
34	32	0	0	3/4	2	1	I\\	E	I		I	I						\\	M	0	0	4, 8, 5		4	4	1	12	0.07692307692307693	0.0625	1.5625	0.038461538461538464
